date,plot,range,column,scientificname,genotype,treatment,blocking_height,method,aboveground_dry_biomass,units,method_type
2017-09-10,MAC Field Scanner Season 4 Range 11 Column 2,11,2,Sorghum bicolor,PI576399,MAC Season 4: BAP water-deficit stress Aug 15-30,short,Whole above ground biomass at harvest,18200,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 11 Column 9,11,9,Sorghum bicolor,PI52606,MAC Season 4: BAP water-deficit stress Aug 15-30,short,Whole above ground biomass at harvest,22080,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 11 Column 11,11,11,Sorghum bicolor,PI533792,MAC Season 4: BAP water-deficit stress Aug 15-30,short,Whole above ground biomass at harvest,11030,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 12 Column 9,12,9,Sorghum bicolor,PI35038,MAC Season 4: BAP water-deficit stress Aug 15-30,medium,Whole above ground biomass at harvest,21660,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 13 Column 10,13,10,Sorghum bicolor,PI152862,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,29310,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 14 Column 4,14,4,Sorghum bicolor,PI562985,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,21730,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 15 Column 4,15,4,Sorghum bicolor,PI156890,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,16670,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 17 Column 2,17,2,Sorghum bicolor,PI329541,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,5851,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 19 Column 9,19,9,Sorghum bicolor,PI455280,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,25990,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 21 Column 10,21,10,Sorghum bicolor,PI563330,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,33410,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 22 Column 11,22,11,Sorghum bicolor,PI569435,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,15510,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 25 Column 9,25,9,Sorghum bicolor,PI455217,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,45170,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 26 Column 10,26,10,Sorghum bicolor,PI329333,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,4039,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 27 Column 3,27,3,Sorghum bicolor,PI641892,MAC Season 4: BAP water-deficit stress Aug 15-30,medium,Whole above ground biomass at harvest,21280,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 27 Column 9,27,9,Sorghum bicolor,PI152965,MAC Season 4: BAP water-deficit stress Aug 15-30,medium,Whole above ground biomass at harvest,13390,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 27 Column 11,27,11,Sorghum bicolor,PI641810,MAC Season 4: BAP water-deficit stress Aug 15-30,medium,Whole above ground biomass at harvest,30420,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 32 Column 2,32,2,Sorghum bicolor,PI152961,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,17160,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 36 Column 4,36,4,Sorghum bicolor,PI152771,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,23870,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 38 Column 3,38,3,Sorghum bicolor,PI35038,MAC Season 4: BAP water-deficit stress Aug 15-30,medium,Whole above ground biomass at harvest,31380,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 41 Column 9,41,9,Sorghum bicolor,PI273969,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,33270,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 45 Column 9,45,9,Sorghum bicolor,PI330185,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,22200,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 45 Column 11,45,11,Sorghum bicolor,PI152966,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,27760,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 46 Column 4,46,4,Sorghum bicolor,PI576401,MAC Season 4: BAP water-deficit stress Aug 15-30,short,Whole above ground biomass at harvest,14920,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 50 Column 10,50,10,Sorghum bicolor,PI656026,MAC Season 4: BAP water-deficit stress Aug 15-30,short,Whole above ground biomass at harvest,13620,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 52 Column 4,52,4,Sorghum bicolor,PI155760,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,29240,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 49 Column 14,49,14,Sorghum bicolor,PI569458,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,12530,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 52 Column 10,52,10,Sorghum bicolor,PI329510,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,29500,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 2 Column 7,2,7,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 1-14,border,Whole above ground biomass at harvest,33780,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 11 Column 6,11,6,Sorghum bicolor,PI564163,MAC Season 4: BAP water-deficit stress Aug 1-14,short,Whole above ground biomass at harvest,11630,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 22 Column 5,22,5,Sorghum bicolor,PI562998,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,35670,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 25 Column 5,25,5,Sorghum bicolor,PI521019,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,23730,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 46 Column 6,46,6,Sorghum bicolor,PI542718,MAC Season 4: BAP water-deficit stress Aug 1-14,short,Whole above ground biomass at harvest,6870,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 53 Column 4,53,4,Sorghum bicolor,Big_Kahuna,MAC Season 4: BAP water-deficit stress Aug 15-30,border,Whole above ground biomass at harvest,16230,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 8 Column 8,8,8,Sorghum bicolor,PI570145,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,15460,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 32 Column 8,32,8,Sorghum bicolor,PI455301,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,30970,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 36 Column 8,36,8,Sorghum bicolor,PI583832,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,28210,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 42 Column 8,42,8,Sorghum bicolor,PI570075,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,21630,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 44 Column 8,44,8,Sorghum bicolor,PI276837,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,44040,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 6 Column 5,6,5,Sorghum bicolor,PI329403,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,29810,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 6 Column 7,6,7,Sorghum bicolor,PI570038,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,22980,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 9 Column 5,9,5,Sorghum bicolor,PI569452,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,19620,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 15 Column 5,15,5,Sorghum bicolor,PI569418,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,24400,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 15 Column 6,15,6,Sorghum bicolor,PI583832,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,36430,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 16 Column 7,16,7,Sorghum bicolor,PI152651,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,14720,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 18 Column 5,18,5,Sorghum bicolor,PI656035,MAC Season 4: BAP water-deficit stress Aug 1-14,medium,Whole above ground biomass at harvest,61020,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 18 Column 6,18,6,Sorghum bicolor,PI217691,MAC Season 4: BAP water-deficit stress Aug 1-14,medium,Whole above ground biomass at harvest,17300,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 24 Column 7,24,7,Sorghum bicolor,PI329326,MAC Season 4: BAP water-deficit stress Aug 1-14,medium,Whole above ground biomass at harvest,16490,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 28 Column 6,28,6,Sorghum bicolor,PI585467,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,14670,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 32 Column 7,32,7,Sorghum bicolor,PI329394,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,29560,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 31 Column 15,31,15,Sorghum bicolor,PI641909,MAC Season 4: BAP water-deficit stress Aug 15-30,medium,Whole above ground biomass at harvest,23790,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 41 Column 6,41,6,Sorghum bicolor,PI329605,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,18170,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 44 Column 5,44,5,Sorghum bicolor,PI156268,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,33770,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 40 Column 13,40,13,Sorghum bicolor,PI569148,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,22540,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 50 Column 7,50,7,Sorghum bicolor,PI154988,MAC Season 4: BAP water-deficit stress Aug 1-14,short,Whole above ground biomass at harvest,22150,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 52 Column 6,52,6,Sorghum bicolor,PI152751,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,30780,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 52 Column 7,52,7,Sorghum bicolor,PI329299,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,35770,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 20 Column 14,20,14,Sorghum bicolor,PI154988,MAC Season 4: BAP water-deficit stress Aug 15-30,short,Whole above ground biomass at harvest,19170,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 12 Column 15,12,15,Sorghum bicolor,PI641825,MAC Season 4: BAP water-deficit stress Aug 15-30,medium,Whole above ground biomass at harvest,18050,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 15 Column 14,15,14,Sorghum bicolor,PI620157,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,22940,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 21 Column 14,21,14,Sorghum bicolor,PI570388,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,28420,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 22 Column 12,22,12,Sorghum bicolor,PI570091,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,19270,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 23 Column 14,23,14,Sorghum bicolor,PI642998,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,17470,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 27 Column 14,27,14,Sorghum bicolor,PI562971,MAC Season 4: BAP water-deficit stress Aug 15-30,medium,Whole above ground biomass at harvest,22310,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 32 Column 12,32,12,Sorghum bicolor,PI329702,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,35460,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 35 Column 14,35,14,Sorghum bicolor,PI619838,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,11970,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 37 Column 13,37,13,Sorghum bicolor,PI329465,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,29140,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 38 Column 13,38,13,Sorghum bicolor,PI253986,MAC Season 4: BAP water-deficit stress Aug 15-30,medium,Whole above ground biomass at harvest,42420,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 41 Column 12,41,12,Sorghum bicolor,PI257599,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,26310,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 43 Column 12,43,12,Sorghum bicolor,PI506069,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,22460,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 43 Column 15,43,15,Sorghum bicolor,PI569418,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,17390,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 45 Column 15,45,15,Sorghum bicolor,PI563021,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,24220,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 47 Column 13,47,13,Sorghum bicolor,PI570071,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,15570,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 50 Column 12,50,12,Sorghum bicolor,PI550604,MAC Season 4: BAP water-deficit stress Aug 15-30,short,Whole above ground biomass at harvest,10220,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 30 Column 3,30,3,Sorghum bicolor,PI563006,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,11110,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 20 Column 10,20,10,Sorghum bicolor,PI550604,MAC Season 4: BAP water-deficit stress Aug 15-30,short,Whole above ground biomass at harvest,16750,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 30 Column 2,30,2,Sorghum bicolor,PI196583,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,13610,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 4 Column 12,4,12,Sorghum bicolor,PI569460,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,15700,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 5 Column 10,5,10,Sorghum bicolor,PI329256,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,13000,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 4 Column 13,4,13,Sorghum bicolor,PI569444,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,18880,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 12 Column 11,12,11,Sorghum bicolor,PI569443,MAC Season 4: BAP water-deficit stress Aug 15-30,medium,Whole above ground biomass at harvest,25160,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 14 Column 9,14,9,Sorghum bicolor,PI251672,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,22490,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 16 Column 2,16,2,Sorghum bicolor,PI152727,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,24380,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 17 Column 4,17,4,Sorghum bicolor,PI570090,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,13400,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 18 Column 3,18,3,Sorghum bicolor,PI196598,MAC Season 4: BAP water-deficit stress Aug 15-30,medium,Whole above ground biomass at harvest,30080,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 17 Column 15,17,15,Sorghum bicolor,PI455301,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,22780,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 23 Column 4,23,4,Sorghum bicolor,PI651497,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,29480,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 23 Column 11,23,11,Sorghum bicolor,PI255239,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,27210,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 25 Column 11,25,11,Sorghum bicolor,PI569422,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,13640,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 26 Column 11,26,11,Sorghum bicolor,PI585406,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,16150,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 29 Column 10,29,10,Sorghum bicolor,PI570047,MAC Season 4: BAP water-deficit stress Aug 15-30,medium,Whole above ground biomass at harvest,21130,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 28 Column 13,28,13,Sorghum bicolor,PI521019,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,26320,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 32 Column 4,32,4,Sorghum bicolor,PI563330,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,5989,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 33 Column 3,33,3,Sorghum bicolor,PI641815,MAC Season 4: BAP water-deficit stress Aug 15-30,medium,Whole above ground biomass at harvest,19500,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 33 Column 4,33,4,Sorghum bicolor,PI562971,MAC Season 4: BAP water-deficit stress Aug 15-30,medium,Whole above ground biomass at harvest,43140,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 33 Column 10,33,10,Sorghum bicolor,PI569425,MAC Season 4: BAP water-deficit stress Aug 15-30,medium,Whole above ground biomass at harvest,15870,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 35 Column 9,35,9,Sorghum bicolor,PI329403,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,41040,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 35 Column 11,35,11,Sorghum bicolor,PI152651,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,7158,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 36 Column 9,36,9,Sorghum bicolor,PI521152,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,31140,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 38 Column 4,38,4,Sorghum bicolor,PI175919,MAC Season 4: BAP water-deficit stress Aug 15-30,medium,Whole above ground biomass at harvest,16630,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 39 Column 2,39,2,Sorghum bicolor,PI329517,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,6921,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 41 Column 4,41,4,Sorghum bicolor,PI329865,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,18190,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 42 Column 10,42,10,Sorghum bicolor,PI329665,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,2734,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 43 Column 9,43,9,Sorghum bicolor,PI330195,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,29540,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 45 Column 10,45,10,Sorghum bicolor,PI562997,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,10900,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 46 Column 2,46,2,Sorghum bicolor,PI533792,MAC Season 4: BAP water-deficit stress Aug 15-30,short,Whole above ground biomass at harvest,5903,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 47 Column 3,47,3,Sorghum bicolor,PI455221,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,41520,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 48 Column 9,48,9,Sorghum bicolor,PI641850,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,27470,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 49 Column 10,49,10,Sorghum bicolor,PI521290,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,27990,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 51 Column 2,51,2,Sorghum bicolor,PI535795,MAC Season 4: BAP water-deficit stress Aug 15-30,medium,Whole above ground biomass at harvest,13450,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 51 Column 10,51,10,Sorghum bicolor,PI656035,MAC Season 4: BAP water-deficit stress Aug 15-30,medium,Whole above ground biomass at harvest,24530,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 53 Column 5,53,5,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 1-14,border,Whole above ground biomass at harvest,38580,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 53 Column 10,53,10,Sorghum bicolor,Big_Kahuna,MAC Season 4: BAP water-deficit stress Aug 15-30,border,Whole above ground biomass at harvest,14700,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 53 Column 14,53,14,Sorghum bicolor,Big_Kahuna,MAC Season 4: BAP water-deficit stress Aug 15-30,border,Whole above ground biomass at harvest,15510,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 7 Column 8,7,8,Sorghum bicolor,PI152694,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,26430,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 9 Column 8,9,8,Sorghum bicolor,PI563350,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,24100,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 17 Column 8,17,8,Sorghum bicolor,PI569264,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,33250,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 38 Column 8,38,8,Sorghum bicolor,PI562981,MAC Season 4: BAP water-deficit stress Aug 1-14,medium,Whole above ground biomass at harvest,25770,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 47 Column 8,47,8,Sorghum bicolor,PI562998,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,21880,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 7 Column 6,7,6,Sorghum bicolor,PI646242,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,32700,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 8 Column 6,8,6,Sorghum bicolor,PI562990,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,15810,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 8 Column 7,8,7,Sorghum bicolor,PI330195,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,28670,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 12 Column 6,12,6,Sorghum bicolor,PI221548,MAC Season 4: BAP water-deficit stress Aug 1-14,medium,Whole above ground biomass at harvest,45750,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 17 Column 6,17,6,Sorghum bicolor,PI570400,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,17290,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 19 Column 6,19,6,Sorghum bicolor,PI330185,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,52200,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 27 Column 5,27,5,Sorghum bicolor,PI170787,MAC Season 4: BAP water-deficit stress Aug 1-14,medium,Whole above ground biomass at harvest,18430,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 27 Column 7,27,7,Sorghum bicolor,PI196586,MAC Season 4: BAP water-deficit stress Aug 1-14,medium,Whole above ground biomass at harvest,28130,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 28 Column 7,28,7,Sorghum bicolor,PI221651,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,29770,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 34 Column 6,34,6,Sorghum bicolor,PI329471,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,13390,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 31 Column 13,31,13,Sorghum bicolor,PI641807,MAC Season 4: BAP water-deficit stress Aug 15-30,medium,Whole above ground biomass at harvest,26710,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 36 Column 5,36,5,Sorghum bicolor,PI176766,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,20040,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 37 Column 7,37,7,Sorghum bicolor,PI330182,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,37320,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 39 Column 5,39,5,Sorghum bicolor,PI570076,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,24040,kg/ha,manual
